,author,author_email,id,isopen,license_id,license_title,license_url,maintainer,maintainer_email,metadata_created,metadata_modified,name,notes,num_resources,num_tags,owner_org,private,revision_id,state,title,type,url,version
740,Tim Lebo,lebot@rpi.edu,91d2c0de-75a4-4bb6-b260-bc2946e1be8b,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,,,2011-11-29T14:11:14.282333,2013-10-10T20:55:48.168077,farmers-markets-geographic-data-united-states,"Longitude and latitude, state, address, name, and zip code of Farmers Markets in the United States, converted to RDF format.

References [154 URIs](http://logd.tw.rpi.edu/sparql.php?query-option=text&query=PREFIX+owl%3A+%3Chttp%3A%2F%2Fwww.w3.org%2F2002%2F07%2Fowl%23%3E%0D%0APREFIX+conversion%3A+%3Chttp%3A%2F%2Fpurl.org%2Ftwc%2Fvocab%2Fconversion%2F%3E%0D%0ASELECT+distinct+%3Fexternal%0D%0AWHERE+%7B%0D%0A++GRAPH+%3Chttp%3A%2F%2Flogd.tw.rpi.edu%2Fsource%2Fdata-gov%2Fdataset%2F4383%2Fversion%2F2011-Nov-29%3E++%7B%0D%0A++++%3Flocal+owl%3AsameAs+%3Fexternal%0D%0A++%7D%0D%0A%7D%0D%0Aorder+by+%3Fexternal&service-uri=&output=html&callback=&tqx=&tp=) in DBPedia, GovTrack, and Geonames.

[7,223 farmers market URIs](http://logd.tw.rpi.edu/sparql.php?query-option=text&query=PREFIX+conversion%3A+%3Chttp%3A%2F%2Fpurl.org%2Ftwc%2Fvocab%2Fconversion%2F%3E%0D%0APREFIX+ds4383_vocab%3A+%3Chttp%3A%2F%2Flogd.tw.rpi.edu%2Fsource%2Fdata-gov%2Fdataset%2F4383%2Fvocab%2F%3E%0D%0ASELECT+distinct+%3Fmarket%0D%0AWHERE+%7B%0D%0A++GRAPH+%3Chttp%3A%2F%2Flogd.tw.rpi.edu%2Fsource%2Fdata-gov%2Fdataset%2F4383%2Fversion%2F2011-Nov-29%3E+%7B%0D%0A++++%3Fmarket+a+ds4383_vocab%3AFarmersMarket+%0D%0A++%7D%0D%0A%7Dorder+by+%3Fmarket&service-uri=&output=html&callback=&tqx=&tp=) dereference to RDF/XML (e.g., see [vapour report](http://validator.linkeddata.org/vapour?vocabUri=http%3A%2F%2Flogd.tw.rpi.edu%2Fsource%2Fdata-gov%2Fdataset%2F4383%2Fversion%2F2011-Nov-29%2FfarmersMarket_1019&classUri=http%3A%2F%2F&propertyUri=http%3A%2F%2F&instanceUri=http%3A%2F%2F&defaultResponse=dontmind&userAgent=vapour.sourceforge.net) for [farmersMarket_1019](http://logd.tw.rpi.edu/source/data-gov/dataset/4383/version/2011-Nov-29/farmersMarket_1019)).",5,14,d0821303-befa-4808-a00f-4e1e073df26f,False,daf7eb82-a566-4382-aa6a-f3c1e0195b56,active,Farmers Markets Geographic Data (United States),dataset,http://explore.data.gov/Agriculture/Farmers-Markets-Geographic-Data/wfna-38ey,2011-Nov-29
741,Egon Willighagen,egon.willighagen@gmail.com,90b44ab1-0cbf-4e08-89ab-e41a04de427c,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,,,2010-09-02T16:36:47.409599,2013-10-10T20:55:47.035756,farmbio-chembl,"RDF version of the CC-SA-BY ChEMBL database by the team of John Overington at the EBI, Hinxton/UK (http://www.ebi.ac.uk/chembl/).",11,9,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,f11e8a7f-f5d5-45db-a28d-5aa91717f701,active,ChEMBL-RDF (@ Uppsala University),dataset,https://github.com/egonw/chembl.rdf,11
742,"Sebastian Speiser, Andreas Harth",speiser@kit.edu,1ad479c1-61e1-45f5-a2e5-c8b41e49dbdb,False,notspecified,License not specified,,,,2011-07-18T15:31:08.483714,2013-10-10T20:55:10.948350,facebook-lids,The Facebook Linked Data Service (LIDS) is a Facebook wrapper which implements (some of) the public Facebook Graph API methods and makes them available for use with Linked Data. ,1,7,94d03217-717d-41ce-a20c-00e754e94183,False,35e4f5eb-99f8-4b4c-b364-c273ac78af55,active,Facebook Linked Data Service,dataset,http://km.aifb.kit.edu/services/facewrap/,
743,Raphael Troncy,raphael.troncy@eurecom.fr,480e0513-a7d3-4832-8e91-985bd9717238,True,cc-by-sa,Creative Commons Attribution Share-Alike,http://www.opendefinition.org/licenses/cc-by-sa,Raphael Troncy,raphael.troncy@eurecom.fr,2010-09-08T20:36:21.251795,2013-10-10T20:53:22.610945,event-media,"This dataset is composed of events and media descriptions associated with these events. It is obtained from three large public event directories (last.fm, eventful and upcoming) represented with the LODE ontology and from large media directories (flickr, youtube) represented with the W3C Media Ontology. It is interlinked with the larger Linked Open Data cloud and in particular with DBpedia, Freebase, Geonames. It also contains links to numerous related web pages, including MusicBrainz, Geonames, Last.fm, Eventful, Upcoming and Foursquare.

",9,15,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,150b2b4d-f9ac-4f80-ae28-6a9d0dc5032e,active,EventMedia,dataset,http://eventmedia.eurecom.fr/,2010-09-01 (0.1)
744,Keith Alexander,keithalexander@keithalexander.co.uk,636138b4-e8dd-4b26-baeb-1a6bb03b0d25,True,odc-pddl,Open Data Commons Public Domain Dedication and License (PDDL),http://www.opendefinition.org/licenses/odc-pddl,,,2012-01-11T12:55:16.887131,2013-10-10T20:53:22.132520,eu-who-is-who,"Data scraped from [EU Whoiswho](http://europa.eu/whoiswho/public/index.cfm?lang=en), the official directory of the European Union. The dataset contains people, organisations and organisational hierarchy.",4,12,f60b281d-b6cd-422b-8b28-bd1d9dea09a0,False,060b2cbf-9697-4373-9b57-92677812bcf9,active,EU Who Is Who,dataset,http://whoiswho.publicdata.eu/,
745,Luke Blaney,ckan@lukeblaney.co.uk,549408b1-c6fc-449a-b398-047cccde0849,True,odc-pddl,Open Data Commons Public Domain Dedication and License (PDDL),http://www.opendefinition.org/licenses/odc-pddl,Ben Hussey,it@bedlamtheatre.co.uk,2010-09-02T20:07:56.628571,2013-10-10T20:53:19.443867,eutc-productions,"A dataset of productions put on by the Edinburgh University Theatre Company past and present, including linked cast & crew lists.",3,9,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,90a61f5c-649e-45c8-9c31-53faf82d2b29,active,Edinburgh University Theatre Company Productions,dataset,http://www.bedlamtheatre.co.uk/,1.0
746,Departamento de Sanidad y Consumo. Gobierno Vasco.,,e3ae1b5e-77d4-45ad-9721-1719d8e1ed3b,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,,,2011-06-29T13:37:29.699946,2013-10-10T20:53:18.181475,euskadi-farmacias,"Cada ZIP contiene las farmacias de una provincia: Bizkaia, Gipuzkoa y Álava.

Farmacias existentes en Euskadi. Los datos incluyen, entre otros, dirección, datos de contacto, horarios y coordenadas GPS.
",2,12,94d03217-717d-41ce-a20c-00e754e94183,False,237799f6-007d-4837-8f42-204482bb97c5,active,Farmacias en Euskadi,dataset,http://opendata.euskadi.net/w79-contdata/es/contenidos/ds_localizaciones/farmacias_de_euskadi/es_farmacia/farmacias.html,05/05/2011
747,Søren Roug (EAA),,b93f71f1-909c-473c-8e5a-ccb512957b86,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,,,2010-09-16T10:49:16.892829,2013-10-10T20:53:16.662736,eurostat-rdf,"Three RDF datasets:

* Eurostat country codes
* Eurostat NUTS statistical regions (2008)
* Database of Eurostat-related legal acts

Each is available as an RDF dump. URIs resolve directly into the RDF dump. The country codes are linked to Geonames, to package:fu-berlin-eurostat, and to Telegraphis (40 links each).",9,16,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,50c0b82b-ea87-4bca-a819-5e5d30576375,active,Eurostat RDF datasets,dataset,http://ec.europa.eu/eurostat/ramon/rdfdata/,
748,Tim Hodson,tim.hodson@kasabi.com,0f85e446-b84e-4d5e-bf6e-2a05320d52cd,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Tim Hodson,tim.hodson@kasabi.com,2012-02-09T18:48:01.284225,2013-10-10T20:53:11.622831,european-election-results,EU Election Results from 2009.,5,18,f60b281d-b6cd-422b-8b28-bd1d9dea09a0,False,3ba5b80e-7b41-4569-bee1-8ab314cc4a63,active,European Election Results,dataset,http://elections.publicdata.eu,
749,Ian Davis,ian.davis@kasabi.com,14dcb70f-08a3-4b2a-8a42-a9e2026cd798,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,,,2012-02-10T14:05:38.029018,2013-10-10T20:53:09.314448,eurobarometer-standard,"The standard Eurobarometer was established in 1973. Each survey consists of approximately 1000 face-to-face interviews per country. Reports are published twice yearly. Reproduction is authorized, except for commercial purposes, provided the source is acknowledged. 

This dataset represents the results of these questionnaires as Linked Data using the RDF Datacube Vocabulary. ",5,16,f60b281d-b6cd-422b-8b28-bd1d9dea09a0,False,e9b54e6f-85c1-4b42-b6f0-28e58d7a6dc0,active,Standard Eurobarometer,dataset,http://eurobarometer.publicdata.eu,
750,Philipp Frischmuth,frischmuth@informatik.uni-leipzig.de,7024b2e0-c8e6-4606-90fa-94370d2b1607,False,notspecified,License not specified,,Agile Knowledge and Semantic Web Research Group (AKSW),aksw@informatik.uni-leipzig.de,2012-01-09T18:01:31.496937,2013-10-10T20:53:08.821484,eur-lex-rdf,"The data contained in this dataset was extracted from An API for European Union legislation and is provided as Linked Data here.

EUR-Lex provides access to documents published in the Official Journal of the European Union. It contains more than 2.8 million documents with such dating back to the year 1951. The original website provides only access to the original documents via search, whereas the extracted data also contains metadata for better filtering and querying possibilities.",3,9,e79ff1a6-ab76-4cb3-9cc1-29b3eabad173,False,f4fe0cef-6c90-4cb7-aef9-a911fe4d04cf,active,EUR-Lex as Linked Data,dataset,http://eur-lex.publicdata.eu/,0.1
751,Knud Möller,knud.moeller,b47d1617-2d91-4608-97b0-26c9ab6cdfbe,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,,,2012-01-30T18:05:00.118700,2013-10-10T20:53:05.459628,eu-parliament-media,"This dataset contains information about multi-media content published by the European Parliament at http://audiovisual.europarl.europa.eu/. Media assets of type video, audio and image are contained. All assests are annotated with primary metadata (e.g., length, resolution, size, etc.), as well as topic metadata. Where topics are people, those are represented as complex resources in their own right, with names, roles in organisations, etc. Organisations are located in countries according to the Kasabi country dataset.
",4,16,f60b281d-b6cd-422b-8b28-bd1d9dea09a0,False,0b982f03-add9-472a-8905-d27a6fa40b0e,active,EU Parliament Media Library,dataset,http://eupmedia.publicdata.eu/,1.0
752,European Environment Agency,eunis@eea.europa.eu,b80eac1d-d089-4152-be64-36b898ae5d81,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Søren Roug,soren.roug@eea.europa.eu,2010-09-04T16:37:31.270659,2013-10-10T20:53:04.032989,eunis,"EUNIS consists of information on species, habitat types and sites.",7,11,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,3a473a8f-b2ab-4c45-9b10-8a81a4ebd278,active,European Nature Information System,dataset,http://eunis.eea.europa.eu,2011
753,Keith Alexander,ckan@keithalexander.co.uk,62f1d878-5cec-4d1d-9ce4-6117ea925f81,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Keith Alexander,ckan@keithalexander.co.uk,2011-10-28T07:58:02.867560,2013-10-10T20:53:03.245963,eumida-linked-data,"Data about European Higher Education Institutions, including statistics from 2008 regarding numbers of students, foreign students, PhD students etc. Based on the EUMIDA report.",5,8,f60b281d-b6cd-422b-8b28-bd1d9dea09a0,False,2ad34df9-013f-4734-8d1a-f25a892faf61,active,EUMIDA as Linked Data,dataset,http://eumida.publicdata.eu/,2012-03-12T09:59:07+00:00
754,Michael Hausenblas,michael.hausenblas@deri.org,41d7fc63-ea2f-4cb8-a445-a1625eff0829,True,odc-pddl,Open Data Commons Public Domain Dedication and License (PDDL),http://www.opendefinition.org/licenses/odc-pddl, Anja Jentzsch,anja@anjeve.de ,2011-06-29T11:53:00.549721,2013-10-10T20:52:37.628007,eu-institutions,"This site defines Linked Data compatible URIs for major institutions and bodies of the European Union that can be used as identifiers in EU-related datasets. 

http://institutions.publicdata.eu/

",4,7,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,dc85519e-7faf-499a-9654-290aed05f635,active,Institutions and Bodies of the European Union,dataset,http://institutions.publicdata.eu/,
755,Philipp Frischmuth,frischmuth@informatik.uni-leipzig.de,f5d29195-88b1-4972-9e21-49155c6e0d21,False,,,,Agile Knowledge and Semantic Web Research Group (AKSW),aksw@informatik.uni-leipzig.de,2012-07-05T12:34:33.912240,2013-10-10T20:52:23.406339,eu-agencies-bodies,"The official website of the European Union contains a section about agencies and decentralized bodies in the EU. This data is provided as a set of lists, which provide the name of the institutions, as well as links to a detail page about each of them. Most of these pages are available in different languages. If you want to browse the data, please use the links in the ""navigation box"" on the left side. Furthermore, it is possible to create your own SPARQL queries for obtaining lists of combined information.
This dataset (http://agencies.publicdata.eu/) was triplified and published by the research group AKSW (Agile Knowledge Engineering and Semantic Web). For further information about AKSW please visit our website.",4,5,e79ff1a6-ab76-4cb3-9cc1-29b3eabad173,False,4336aded-ff69-40f7-bb41-c350303ac1e6,active,EU Agencies and decentralized bodies (Agencies),dataset,http://agencies.publicdata.eu/,0.1
756,,support@esd.org.uk,543e252c-914c-46fb-84d7-5d1b1e5d6ca3,True,other-at,Other (Attribution),,,,2010-09-06T15:38:28.291551,2013-10-10T20:51:42.426031,esd-standards,Standard controlled vocabularies used within the UK public sector.,2,10,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,25067d72-8618-427b-a877-d21c32328fce,active,ESD Standards: Controlled lists for the UK public sector,dataset,http://standards.esd.org.uk/,1.0
757,Hugh Glaser,hg@ecs.soton.ac.uk,1114fcc0-03c3-43d7-9bcd-cf944d29b5ca,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Hugh Glaser,hg@ecs.soton.ac.uk,2013-08-24T13:16:22.908258,2013-10-10T20:49:40.002981,eprints-harvest-rkbexplorer,"The data here comes from harvesting ePrints Open Archives, as listed at [http://roar.eprints.org](http://roar.eprints.org).

There is a [list of the 190 repositories](http://foreign.rkbexplorer.com/models/sites.html) we have managed to harvest.

We can't provide a typical URI to resolve, as none of the URIs are ours. You can use this URI to do a SPARQL query: http://researchrepository.napier.ac.uk/id/eprint/1615",6,6,94d03217-717d-41ce-a20c-00e754e94183,False,5a3781a9-e4de-4e7a-868f-7bd466af92a0,active,ePrints Harvest (RKBExplorer),dataset,,
758,Philipp Frischmuth,frischmuth@informatik.uni-leipzig.de,a93ed49d-999f-4f11-a421-7015a9564f78,False,,,,Agile Knowledge and Semantic Web Research Group (AKSW),aksw@informatik.uni-leipzig.de,2012-07-05T12:25:05.982273,2013-10-10T20:49:39.763126,epo,"The European Patent Office (EPO) provides access to millions of patent documents. It provides those data in a standardized XML format. Datasets for the last six weeks can be obtained for free through the data portal of the EPO. Older documents need to be obtained via DVD on a paid basis. If you want to browse the data, please use the links in the ""navigation box"" on the left side. Furthermore, it is possible to create your own SPARQL queries for obtaining lists of combined information. This dataset (http://epo.publicdata.eu/) was triplified and published by the research group AKSW (Agile Knowledge Engineering and Semantic Web). For further information about AKSW please visit our website.",4,5,e79ff1a6-ab76-4cb3-9cc1-29b3eabad173,False,b061004e-c56a-426c-8eaa-ea4d089698bd,active,European Patent Office (EPO),dataset,http://epo.publicdata.eu/,0.1
